sentiment,headline
neutral,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 ."
neutral,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent ."
neutral,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 ."
neutral,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements ."
neutral,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group ."
negative,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed ."
neutral,"In addition , MIDs are always online and enable full Internet browsing ."
neutral,"In addition , the contract includes modification of the effluent treatment plant at Follum ."
positive,In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .
neutral,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA ."
neutral,"In his current position , Manty has worked since 1996 ."
neutral,"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results ."
neutral,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations ."
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 ."
neutral,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .
neutral,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making ."
neutral,"In this way , the industry 's starting point has been the consumers ' needs ."
neutral,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said ."
neutral,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries ."
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ."
neutral,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .
neutral,"Includes company and brand share data by category , as well as distribution channel data ."
neutral,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 ."
neutral,"industry in Asia +ˆ Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia ."
neutral,"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company ."
neutral,Investment management and investment advisory services are the company 's sole line of business .
neutral,Investments are not disclosed .
neutral,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .
neutral,"ISMS does not disclose its financial results , the daily said ."
neutral,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 ."
positive,"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 ."
neutral,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .
neutral,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .
neutral,"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange ."
neutral,"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) ."
neutral,It is expected to be online by 2011 .
positive,"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia ."
neutral,It 's not .
neutral,It was decided that the auditors are reimbursed according to invoice .
neutral,It will report full-year results on August 22 .
neutral,"Its annual capacity is some 10,000 MW ."
positive,"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines ."
neutral,Its market share is 6 percent according to AC Nielsen 's 2008 data .
neutral,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders ."
neutral,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market ."
neutral,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+¦glichkeit , die finale Version zu beeinflussen ."
positive,"Jobs will not be transferred from Finland , however ."
neutral,Joint procurement will be later extended to the factories in the Baltic countries .
neutral,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) ."
neutral,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares ."
neutral,Karppinen expects the consolidation trend to continue in the Finnish market .
positive,Kaupthing forecasts a significant price increase for printing paper in 2007 .
neutral,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany ."
neutral,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .
positive,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .
neutral,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus ."
neutral,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .
neutral,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY ."
neutral,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % ."
neutral,"L+Ænnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish ."
neutral,"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities ."
neutral,"Later on , about 150 Finnish-made houses will be build in the area ."
neutral,Lemmink+Æinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .
neutral,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty ."
neutral,"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash ."
neutral,"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million ."
neutral,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . )
neutral,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology ."
positive,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line ."
positive,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli"
neutral,"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi"
